KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_KqeiC,"Planets are born by the swirling, scattered ashes - the legacy of dead, exploded stars. Gravity will collect all this messy debris, and give it a new form. But a world's amount of rock and dust, slowly grinding, clumping together... will result in an enormous amount of friction. Which means, [b][i]heat[/i][/b].\n\nThis place is just a mere quarter billion years old, and struggles to radiate all this excess heat into space - The bigger the planet, the longer it takes.\nIn this liquid state, the planet resembles more a giant cooking pot, or lava lamp, or a blast furnace:Continents of less dense slag skim the surface, while the heavy, exotic metals sink into in planet's deep inner.\n\nYet, by thermal churning and stirring, some bits of that precious core will be again swept back out, in reach of the surface. For those who brave these temperatures, there will be great rewards.\n\n[u]Possible resources:[/u]\n  Magnesium, Erestrum, Promethium, Zascosium, Gold\n[u][/u]\n[u]Possible weather effects:[/u]\n  Heat Wave, Meteor Rain, Fire Rain, Meteor Shower, Thunderstorm\n[u][/u]\n[u]Planet type data and possible variations:[/u]\n  Traces of aggressive fauna detected. No flora.\n  Atmosphere breathable: [c][ff0000]No[-][/c]\n  Atmospheric O2 fraction: 0.5 - 0.9%\n  Atmospheric density: 1.2 - 1.8 kg/m³\n  Day temperature: 50 to 220°C\n  Night temperature: 20 to 210°C\n  Partially molten surface. No water.\n  Radiation: 10 - 20 Gy/d\n  Gravity: 1.0 - 1.2 g",,,,,,,,,,,,,,,,
pda_OmKaG,"[c][e0e020]WARNING:[-][/c]   [b]High gravity[/b]. Hostile. [c][808080][i]Don't get stranded down there.[/i][-][/c] \n\nA planet at the crossroads, shrouded in a thick cocktail of atmosphere:\nWill it become a boiling, or a frozen world? Or something [i]just[/i] in between?\nWill all the gases stay up in the sky, or condensate, to rain down? Will there be water? And how long will it last, after all? Will it stay as oceans and lakes, or drift into space?\n\nEven if this planet grows too hostile for life... that won't discourage the visitors. This is a young world. Expect rich ore deposits, a harsh climate, and laser shots from nowhere.\n\n[u]Possible resources:[/u]\n  Sathium, Gold, Pentaxid, Erestrum, Promethium, Zascosium\n[u][/u]\n[u]Possible weather effects:[/u]\n  Meteor Rain, Fire Rain, Storm, Hail, Meteor Shower, Thunderstorm\n\n[u]Planet type data and possible variations:[/u]\n  Traces of aggressive fauna detected. No flora.\n  Atmosphere breathable: [c][ff0000]No[-][/c]\n  Atmospheric O2 fraction: 0.5 - 0.9%\n  Atmospheric density: 1.5 - 2.0 kg/m³\n  Day temperature: 40 to 100°C\n  Night temperature: -20 to 50°C\n  Partially molten surface. Water dissolved in atmosphere.\n  Radiation: 5 - 8 Gy/d\n  Gravity: 3.8 - 4.3 g",,,,,,,,,,,,,,,,
pda_OeiOi,"Travel serves more than war, trade and leisure. Because the more isolated a place is -  more the sooner than the later a humble life reaches that shore, settles down, and gets a chance to rock the old dominion: Plant seeds as stowaways in the chinks of jackboots, the creatures of the ducts of container shuttles, or introduced as companions, or to hunt. Whoever is unaccustomed to learn and change, will be swept aside.\n\n[u]Possible resources:[/u]\n  Iron, Silicon, Copper, Promethium, Titanium, Erestrum, Gold\n[u][/u]\n[u]Possible weather effects:[/u]\n  Storm, Heat Wave\n[u][/u]\n[u]Planet type data and possible variations:[/u]\n  Life-bearing\n  Atmosphere breathable: [c][00ff00]Yes[-][/c]\n  Atmospheric O2 fraction: 15 - 25%\n  Atmospheric density: 0.9 - 1.2 kg/m³\n  Day temperature: -10 to 40°C\n  Night temperature: -14 to 36°C\n  Water world\n  Radiation: 0 Gy/d (negligible)\n  Gravity: 0.8 - 1.0 g",,,,,,,,,,,,,,,,
pda_u4eSq,"A world at the far edge of the habitable zone, deep in the throes of a major ice age. Watch out for hot tubs and warm areas around lakes and in lower altitudes.\n[u][/u]\n[u]Possible resources:[/u]\n  Iron, Copper, Silicon, Cobalt, Neodymium, Titanium, Promethium\n[u][/u]\n[u]Possible weather effects:[/u]\n  Snow (Heavy), Cold Wave, Hail\n[u][/u]\n[u]Planet type data and possible variations:[/u]\n  Life-bearing\n  Atmosphere breathable: [c][ffff00]Not always (20% chance)[-][/c]\n  Atmospheric O2 fraction: 5 - 12%\n  Atmospheric density: 0.7 - 1.5 kg/m³\n  Day temperature: -45 to 12°C\n  Night temperature: -70 to 2°C\n  Water abundant\n  Radiation: 3 - 6 Gy/d\n  Gravity: 0.5 - 0.7 g",,,,,,,,,,,,,,,,
pda_miOGG,"An unusual planet with vast plateaus towering high in the sky, and a mix of vast woodland and open glades. The climate is moderate and it has a breathable atmosphere. Resources are plentiful though the terrain could prove challenging.\n\n[u]Possible resources:[/u]\n  Iron, Copper, Silicon, Promethium, Magnesium, Neodymium, Titanium\n[u][/u]\n[u]Possible weather effects:[/u]\n  Rain (Heavy), Storm\n[u][/u]\n[u]Planet type data and possible variations:[/u]\n  Life-bearing\n  Atmosphere breathable: [c][00ff00]Yes[-][/c]\n  Atmospheric O2 fraction: 15 - 25%\n  Atmospheric density: 1.4 - 1.7 kg/m³\n  Day temperature: -10 to 45°C\n  Night temperature: -17 to 42°C\n  Water abundant\n  Radiation: 0 Gy/d (negligible)\n  Gravity: 0.9 - 1.1 g",,,,,,,,,,,,,,,,
pda_4K4CO,"A life-bearing world. Protected from radiation by a thick atmosphere - which also keeps the heat in. Rich in water but poor in soils, which creates a fertile breeding ground for dangerous creatures.\n\n[u]Possible resources:[/u]\n  Cobalt, Silicon, Magnesium, Promethium, Iron, Erestrum, Gold\n[u][/u]\n[u]Possible weather effects:[/u]\n  Rain (Heavy), Storm, Acid Rain (Heavy)\n[u][/u]\n[u]Planet type data and possible variations:[/u]\n  Life-bearing\n  Atmosphere breathable: [c][00ff00]Yes[-][/c]\n  Atmospheric O2 fraction: 18 - 30%\n  Atmospheric density: 1.3 - 1.6 kg/m³\n  Day temperature: 18 to 60°C\n  Night temperature: 8 to 55°C\n  Water abundant\n  Radiation: 0 Gy/d (negligible)\n  Gravity: 0.6 - 1.1 g",,,,,,,,,,,,,,,,
pda_SOHOS,"[c][bcd3d4]Polaris Megacorp is a large multisystem corporation with reach that extends well beyond surveyed space. Most personnel is bipedal humanoid (metabolism seems to differ slightly from Terrans) but stems from any race in Andromeda, including the Zirax and the Kriel.[-][/c]\n\nFields of engagement\n[c][bcd3d4]- Primary provider of materials, tech and devices for different 3rd party companies (Bertram, InterWeap, Servant.) [-][/c][c][bcd3d4]\n– Controls the majority of mining and refinery operations in surveyed space (UCH intel indicates a possible monopoly.) [-][/c]\n[c][bcd3d4]– Relationship with Zirax unclear. Zirax installation infiltration suggests deep involvement with the empire, but this fact has yet to be confirmed. [-][/c]\n[c][bcd3d4]- Same seems to be true for the Kriel Empire.[-][/c]\n\nOther notes\n[c][bcd3d4]The Polaris Megacorp has two subsidiaries: Polaris Space Industries (PSI) and Polaris Mining Company (PMC).\n\nThe Polaris Megacorp does not seem to be part of the much larger Traders Guild, but they both have tight relationships as spies report.[-][/c]",,,,,,,,,,,,,,,,
pda_OqS00,New Action,,,,,,,,,,,,,,,,
pda_0K84K,=,,,,,,,,,,,,,,,,
pda_GGeeG,=,,,,,,,,,,,,,,,,
pda_eKqWW,=,,,,,,,,,,,,,,,,
pda_0CeaO,New Task,,,,,,,,,,,,,,,,
pda_Km0Gm,New Action,,,,,,,,,,,,,,,,
pda_0WmC8,=,,,,,,,,,,,,,,,,
pda_8WSqu,"The KRIEL Empire is a growing superpower in Andromeda. The Kriel have seriously challenged the Zirax, as they both fight for the supremacy in this sector of Andromeda.Spies report, that the Kriel are organized like a bee hive, where the individual being is absolutely fungible on the one hand, but feeds the superorganism with valuable data at the same time. \n\nThe Kriel technical capabilities are on the same level with the Zirax Empire.\n\n[u]Origins[/u]\nThe Kriel seem to have evolved from insect-like creatures over millions of years on a planet that would be deadly to humans. In the last 10000 years they started getting more intelligent. It is believed they communicate via a hive mind and because of this are brutally efficient as they work as one. Despite the intelligence they have, they appear to have no emotion, including fear, and simply follow their instincts of conquering any other species they encounter, always in a quest for more resources expanding their colony. \n\nMost Kriel emplacements are found on inhabited, barren worlds - a result from the Kriel having stripped those worlds from all of their resources. Single Kriel stations found on lush temperate planets or other resource rich environments only mean that this planet is going to be 'harvested' soon.",,,,,,,,,,,,,,,,
pda_0mau6,=,,,,,,,,,,,,,,,,
pda_0KK8u,=,,,,,,,,,,,,,,,,
pda_adcOG,"The Traders Guild is a millenia old congregation of traders and merchants. They dominate most of the trading and markets in this sector of Andromeda. They are neutral to all other factions, even Zirax and Kriel.\n\nThe Traders Guild seem to have tight relationships with the Polaris Megacorp, although the latter is not part of the organization as it seems.",,,,,,,,,,,,,,,,
pda_muC8K,"For the most part, the pirates do whatever pirates have done in other eras and places. Their crews stem from all species in Andromeda, including Zirax and Kriel.\n\nThe Pirates faction is split into several sub-groups and clans. There is no official command structure, but most of the clans follow the lead of a secret council.",,,,,,,,,,,,,,,,
pda_umSKS,=,,,,,,,,,,,,,,,,
pda_SCCau,The Talon and Zirax seem to fear that name. No other information given yet.,,,,,,,,,,,,,,,,
pda_0C0J4,=,,,,,,,,,,,,,,,,
pda_CaSe4,"A technological extremely advanced race, which has left a lot of traces in Andromeda. Other than that, no information is available yet.",,,,,,,,,,,,,,,,
pda_u2COu,=,,,,,,,,,,,,,,,,
pda_COuuK,It is not entirely clear what the VOID are. They resemble black monoliths floating on planets without showing any interaction with their surroundings. They seem to be related to the TESCH and the PROGENITOR.,,,,,,,,,,,,,,,,
pda_K0SoO,"The TESCH are no biological beings. They are basically AIs that are bound to certain structures, like datacenters. This fully digital lifeform is organized in semi-autark Nodes and Stations throughout their enormous territory closer to the center of the galaxy. Not a lot is known about its origin. They seem to be linked to the 'Progenitors' in some way and they have not shown a lot of interest in communications with the biologicals - except some trading for rare resources once and a while.",,,,,,,,,,,,,,,,
pda_4j4aS,"The Free Colonists are a mixed group of adventurers, explorers, runaways and other people that seek freedom or a new home outside of any faction controlled space for any imaginable reason or following the 'Galactic Colonization program', lead by Polaris Megacorp and the Traders Guild.\n\n[u]GCP and New Eden[/u]\nReports indicate, the 'Galactic Colonization program', which started about 200-300 years ago and is still actively supported by Polaris Megacorp and the Traders Guild not out of  pure philanthropic thoughts, but to open new markets and build up a counterpart to the  increasingly controlled and regulated Zirax space. The program leaders claim that a major part of the galaxy is already colonized due to their efforts.\n\nThe UCH scientific administration strongly recommends taking advantage of this program, internally referred to as 'New Eden'.",,,,,,,,,,,,,,,,
pda_C4usS,=,,,,,,,,,,,,,,,,
pda_au4GT,=,,,,,,,,,,,,,,,,
pda_oKSei,=,,,,,,,,,,,,,,,,
pda_ouvO0,Resources and Mining,,,,,,,,,,,,,,,,
pda_W20WG,Iron,,,,,,,,,,,,,,,,
pda_a0C4C,Silicon,,,,,,,,,,,,,,,,
pda_u0EmS,Copper,,,,,,,,,,,,,,,,
pda_muCKg,Cobalt,,,,,,,,,,,,,,,,
pda_mK4wW,Neodymium,,,,,,,,,,,,,,,,
pda_GOWmC,Sathium,,,,,,,,,,,,,,,,
pda_GOOOS,Magnesium,,,,,,,,,,,,,,,,
pda_uC0Wq,Titanium,,,,,,,,,,,,,,,,
pda_aeeG8,Aluminium,,,,,,,,,,,,,,,,
pda_4mSrK,Erestrum,,,,,,,,,,,,,,,,
pda_K48ai,Zascosium,,,,,,,,,,,,,,,,
pda_iwieu,Promethium,,,,,,,,,,,,,,,,
pda_SuKGi,Pentaxid,,,,,,,,,,,,,,,,
pda_446mi,Gold,,,,,,,,,,,,,,,,
pda_mQ8u8,Platinum,,,,,,,,,,,,,,,,
pda_CSCma,Ice,,,,,,,,,,,,,,,,
pda_OCWmO,Crushed Stones,,,,,,,,,,,,,,,,
pda_Smami,Surface rocks,,,,,,,,,,,,,,,,
pda_u8uu0,..creating report..,,,,,,,,,,,,,,,,
pda_a0CKK,=,,,,,,,,,,,,,,,,
pda_8AmmC,New Task,,,,,,,,,,,,,,,,
pda_8eeq0,New Action,,,,,,,,,,,,,,,,
pda_jpGq8,New Task,,,,,,,,,,,,,,,,
pda_aaj0i,New Action,,,,,,,,,,,,,,,,
pda_uK4ua,New Task,,,,,,,,,,,,,,,,
pda_aiKaG,New Action,,,,,,,,,,,,,,,,
pda_4v4Oc,New Task,,,,,,,,,,,,,,,,
pda_Gi8a4,New Action,,,,,,,,,,,,,,,,
pda_meurW,New Task,,,,,,,,,,,,,,,,
pda_GqqmS,New Action,,,,,,,,,,,,,,,,
pda_iiiqC,New Task,,,,,,,,,,,,,,,,
pda_8eOSA,New Action,,,,,,,,,,,,,,,,
pda_KOi88,New Task,,,,,,,,,,,,,,,,
pda_Ta4Ke,New Action,,,,,,,,,,,,,,,,
pda_Ku4eG,New Task,,,,,,,,,,,,,,,,
pda_GA040,New Action,,,,,,,,,,,,,,,,
pda_a8ua9,New Task,,,,,,,,,,,,,,,,
pda_KamOO,New Action,,,,,,,,,,,,,,,,
pda_mOCWO,New Task,,,,,,,,,,,,,,,,
pda_aGOGu,New Action,,,,,,,,,,,,,,,,
pda_KqGKK,New Task,,,,,,,,,,,,,,,,
pda_SCW08,New Action,,,,,,,,,,,,,,,,
pda_qeWiO,New Task,,,,,,,,,,,,,,,,
pda_SmQ2K,New Action,,,,,,,,,,,,,,,,
pda_5qWq0,New Task,,,,,,,,,,,,,,,,
pda_KeWWS,New Action,,,,,,,,,,,,,,,,
pda_WEiS8,New Task,,,,,,,,,,,,,,,,
pda_Cu04a,New Action,,,,,,,,,,,,,,,,
pda_G4Sqa,New Task,,,,,,,,,,,,,,,,
pda_aO8CW,New Action,,,,,,,,,,,,,,,,
pda_48aOC,New Task,,,,,,,,,,,,,,,,
pda_8eeCG,New Action,,,,,,,,,,,,,,,,
pda_KqGSq,Resources,,,,,,,,,,,,,,,,
pda_qOiqW,Types,,,,,,,,,,,,,,,,
pda_Sng40,"Resources are available from\n1. Surface rocks\n2. Underground deposits (use a detector to reveal their position)\n5. Meteorites (falling on planets)\n4. Asteroids (in space)\n\nNote that 'crushed stone' is not only a byproduct of the mining process, but also is a viable resource as well. Either for creating concrete, but also to melt the rocks into other materials that possibly cannot be found on your position from surface rocks or deposits!\n\nCrushed stone can be mined from any surface rock or (most of the time) by simply drilling into the ground.",,,,,,,,,,,,,,,,
pda_0OOSG,0,,,,,,,,,,,,,,,,
pda_4fqSG,0,,,,,,,,,,,,,,,,
pda_eqGKe,0,,,,,,,,,,,,,,,,
pda_UGeuC,0,,,,,,,,,,,,,,,,
pda_euquS,0,,,,,,,,,,,,,,,,
pda_i0iGc,0,,,,,,,,,,,,,,,,
pda_e4iuK,0,,,,,,,,,,,,,,,,
pda_OaWCi,0,,,,,,,,,,,,,,,,
pda_Geu0a,0,,,,,,,,,,,,,,,,
pda_iaGa4,0,,,,,,,,,,,,,,,,
pda_G0Kwg,0,,,,,,,,,,,,,,,,
pda_CS4cG,0,,,,,,,,,,,,,,,,
pda_eeKe4,0,,,,,,,,,,,,,,,,
pda_W4ma5,0,,,,,,,,,,,,,,,,
pda_e4q04,0,,,,,,,,,,,,,,,,
pda_q8abS,0,,,,,,,,,,,,,,,,
pda_WWGWe,"Empyrion offers several different resources, ranging from metals to crystals. You can mine all resources  with the Survival Tool or any handheld or vessel-based mining drill. Some resources might take longer to mine per ore ingot, though.\n\n[i]For more detail and info, please, in the list on the left, click and open this chapters sub-headlines by [c][80ffff]clicking on their headline[-][/c] and/or by clicking the [c][80ffff]arrow-buttons [-][/c]next to them.[/i]",,,,,,,,,,,,,,,,
pda_2iCmm,Underground deposit,,,,,,,,,,,,,,,,
pda_AKeiG,Asteroids,,,,,,,,,,,,,,,,
pda_OK8SC,New Action,,,,,,,,,,,,,,,,
pda_qGGY8,New Action,,,,,,,,,,,,,,,,
pda_K0Sj4,0,,,,,,,,,,,,,,,,
pda_qSOGK,0,,,,,,,,,,,,,,,,
pda_SS4au,Meteorit,,,,,,,,,,,,,,,,
pda_Duuqe,"Base material required for crafting basic plating, construction materials and used in many low tech applications.",,,,,,,,,,,,,,,,
pda_2aG4s,Base material. Used for silicon based building materials and simple computational applications and devices.,,,,,,,,,,,,,,,,
pda_iGO4t,Base material. Used for all basic electronic devices and applications.,,,,,,,,,,,,,,,,
pda_SSaaJ,Material for alloys and required for certain technical applications.,,,,,,,,,,,,,,,,
pda_0sWe4,New Action,,,,,,,,,,,,,,,,
pda_uqW0W,0,,,,,,,,,,,,,,,,
pda_C4VGu,Used for more advanced electrical and computational devices. Replaces silicon in a lot of applications.,,,,,,,,,,,,,,,,
pda_8O04i,"Replaces Titanium and Iron in most templates where a maximum of survivability is required, especially for military devices, plating and related applications.",,,,,,,,,,,,,,,,
pda_SC2ii,"Replaces iron in a lot of applications where more hitpoints, heat resistance and improved survivability is required.",,,,,,,,,,,,,,,,
pda_Kiu0C,Primarily used for lower tech weapons and explosives. \nCould be used for very lightweight materials and plating.,,,,,,,,,,,,,,,,
pda_rS0eX,Used for lightweight construction materials and plating. \nReplaces iron in most non-military applications and devices.,,,,,,,,,,,,,,,,
pda_WCSWc,Replaces Magnesium in most high end weapons and projectiles. \nAlso used in applications that require a highly reactive material (for example to build new alloys),,,,,,,,,,,,,,,,
pda_3aeaW,Replacing Neodymium for any high end computational device. Can also be refined into an alloy with highly protective properties.,,,,,,,,,,,,,,,,
pda_4a7CW,Radioactive compound used for fueling microreactors or used as addition for some ammo and charges.,,,,,,,,,,,,,,,,
pda_u6WeC,Required for warp drives and exotic weapons and their ammo.,,,,,,,,,,,,,,,,
pda_IWqii,"Used for a few technical applications, like Boosters.",,,,,,,,,,,,,,,,
pda_quWSO,Trading good (for now),,,,,,,,,,,,,,,,
pda_au8a4,Can be harvested from asteroids and some other places as a temperature-stabilized resource. Can be melted into water.,,,,,,,,,,,,,,,,
pda_SaKOW,"Available in nearly any location, either intentionally or as a byproduct from drilling and mining.",,,,,,,,,,,,,,,,
pda_44eBm,Moon (Barren),,,,,,,,,,,,,,,,
pda_S8meG,Moon (Desert),,,,,,,,,,,,,,,,
pda_Oug8q,Moon (Forest),,,,,,,,,,,,,,,,
pda_eW444,Moon (Ice Type 1),,,,,,,,,,,,,,,,
pda_YOCqC,Moon (Ice Type 2),,,,,,,,,,,,,,,,
pda_WaiCm,Moon (Lava Type 1),,,,,,,,,,,,,,,,
pda_WKuCC,Moon (Lava Type 2),,,,,,,,,,,,,,,,
pda_20EmS,Moon (Nascent),,,,,,,,,,,,,,,,
pda_6uSTe,Moons,,,,,,,,,,,,,,,,
pda_m8c0W,"This barren rock carries its history on the surface: Completely solidified, and no atmosphere to remove tracks and shapes - All encounters will be remembered.\n\nPossible resources: \n  Iron, Silicon, Copper, Cobalt, Magnesium, Titan, Pentaxid\n\nPossible weather effects: \nn/a",,,,,,,,,,,,,,,,
pda_WdamK,"This moon has a very thin atmosphere - It is shielded by an unusually large magnetic field of the nearby planet, and the moon is dense enough to keep some gases from drifting into space. By this it has accumulated extreme amounts of desert varnish.\n\nPossible resources: \n  Iron, Silicon, Copper, Cobalt, Magnesium, Pentaxid, Promethium\n\nPossible weather effects: \nn/a",,,,,,,,,,,,,,,,
pda_uS04C,"A small temperate moon, with unusually thick atmosphere - Even bristling with life! [i]So many things[/i] need to come together for such a world to occur: Water, a still fluid metal core, a decent size, in the right distance to the star...\n\nA superficial scan indicates, this moon is [i]resource poor[/i]. So there is not much interest in things that empires do - To claim, exploit, settle, or even just to visit. The drama of the universe continues elsewhere. While the canopies of the trees reach for sunlight. It is still a great spot if you want to get out of sight, or just to stretch your legs and wander.\n\nPossible resources: \n  Iron, Silicon, Copper, Promethium, Pentaxid, Gold\n\nPossible weather effects: \nRain (Medium), Storm, Fog",,,,,,,,,,,,,,,,
pda_WO4Gu,"An icy companion, with an ocean deep between its crust and rocky core. Faint organic substances leave colourful streaks on the surface. \n\nPossible resources: \n  Silicon, Cobalt, Magnesium, Iron, Promethium, Pentaxid\n\nPossible weather effects: \nn/a",,,,,,,,,,,,,,,,
pda_KqVec,"Once upon a time, ... the planets were still forming. Gaining mass and changing their paths around their star. Gravitational disturbances swept through the whole system, hurtling planetesimals everywhere.This is a wanderer, born and expelled from a stellar asteroid belt. It got caught up by the nearby large planet. - Somehow avoiding to collide, or to be flung away.\n\nBut during those narrow, chaotic first passes, it experienced massive tidal forces. - Kneading it like dough, close to ripping it apart. Times are much calmer now.\n\nAnd with that, all those scars make for impressive vistas, and stories of adventure. \n\nPossible resources: \n  Magnesium, Cobalt\n\nPossible weather effects: \nn/a",,,,,,,,,,,,,,,,
pda_WiEiO,"A baby moon, with a not yet solid core, and faint traces of an atmosphere. Maybe it was born out of a stellar disc, or it is the remnant of a spectacular planetary collision.\n\nPossible resources: \n  Iron, Silicon, Cobalt, Magnesium, Promethium, Pentaxid\n\nPossible weather effects: \nn/a",,,,,,,,,,,,,,,,
pda_eOKCe,"This infant moon already lost its atmosphere by the relentless push of the stellar wind. Undisturbed, the last open lava seas crystallize in bizarre forms.\n\nPossible resources: \n  Iron, Silicon, Cobalt, Magnesium, Promethium, Pentaxid\n\nPossible weather effects: \nn/a",,,,,,,,,,,,,,,,
pda_q4i8q,"A world in its youth: The atmosphere has cooled enough for it to rain. Last bits of the planetary neighbourhood crash into the surface, and violent jetstreams produce hail. But in all this chaos, first life develops in the tide pools - filling the water with the colour of early photosynthesis.\n\nPossible resources: \n  Cobalt, Copper, Silicon, Erestrum, Zascosium, Pentaxid, Promethium\n\nPossible weather effects: \n  Rain (Medium), Rain (Heavy), Storm, Snow (Heavy), Hail, Fire Rain, Acid Rain (Heavy)",,,,,,,,,,,,,,,,
pda_q80mq,New Task,,,,,,,,,,,,,,,,
pda_W4ave,New Action,,,,,,,,,,,,,,,,
pda_SuqAq,=,,,,,,,,,,,,,,,,
pda_8O4wG,New Task,,,,,,,,,,,,,,,,
pda_0GK4W,New Action,,,,,,,,,,,,,,,,
pda_aSKmG,=,,,,,,,,,,,,,,,,
pda_0OOY8,New Task,,,,,,,,,,,,,,,,
pda_G88KS,New Action,,,,,,,,,,,,,,,,
pda_Ca4W0,=,,,,,,,,,,,,,,,,
pda_GmSCq,New Task,,,,,,,,,,,,,,,,
pda_g6Cmq,New Action,,,,,,,,,,,,,,,,
pda_qmcOe,=,,,,,,,,,,,,,,,,
pda_0mKeu,New Task,,,,,,,,,,,,,,,,
pda_SKmeS,New Action,,,,,,,,,,,,,,,,
pda_SpW8o,=,,,,,,,,,,,,,,,,
pda_meqOm,New Task,,,,,,,,,,,,,,,,
pda_aoWqq,New Action,,,,,,,,,,,,,,,,
pda_WWuC8,=,,,,,,,,,,,,,,,,
pda_4iSei,New Task,,,,,,,,,,,,,,,,
pda_CiW60,New Action,,,,,,,,,,,,,,,,
pda_mi4ia,=,,,,,,,,,,,,,,,,
pda_4Kq0G,New Task,,,,,,,,,,,,,,,,
pda_q04Cu,New Action,,,,,,,,,,,,,,,,
pda_emSqu,=,,,,,,,,,,,,,,,,
pda_8iqWE,Asteroid Field (Junkyard),,,,,,,,,,,,,,,,
pda_4m8uK,Asteroid Field,,,,,,,,,,,,,,,,
pda_Nq8qS,Asteroid Field (Poor),,,,,,,,,,,,,,,,
pda_eeqNu,Asteroid Field (Rich),,,,,,,,,,,,,,,,
pda_0CqSA,Asteroid Field (Infested),,,,,,,,,,,,,,,,
pda_mSieC,Asteroid Field (Pirates),,,,,,,,,,,,,,,,
pda_umqiK,Asteroid Fields,,,,,,,,,,,,,,,,
pda_ia8WO,"Radiation: 5-10\nTemperature: -200 to -100\n\nResource Asteroids (Probability Factor - Count min/max)\n- Iron (0.5, 1-3)\n- Copper (0.4, 1-3)\n - Silicon (0.5, 1-3)\n- Magnesium (0.3, 1-3)\n- Cobalt (0.3, 1-3)\n- Neodymium (0.3, 1-3)\n- Promethium (0.3, 1-2)\n- Sathium (0.4, 1-3)\n- Erestrum (0.3, 1-2)\n- Zascosium (0.1, 1-2)\n- Pentaxid (0.1, 1-2)\n- Gold (0.1, 1-2)\n- Ice (0.5, 2-4)\n- Titanium (0.3, 1-3)",,,,,,,,,,,,,,,,
pda_DKeOq,"Radiation: 5-10\nTemperature: -200 to -100\n\nResource Asteroids (Probability Factor - Count min/max)\n- Iron (0.5, 1-1)\n- Copper (0.4, 1-1)\n - Silicon (0.5, 1-1)\n- Magnesium (0.3, 1-1)\n- Cobalt (0.4, 1-1)\n- Neodymium (0.3, 1-1)\n- Promethium (0.3, 1-1)\n- Sathium (0.3, 1-1)\n- Erestrum (0.3, 1-1)\n- Zascosium (0.1, 1-1)\n- Pentaxid (0.1, 1-1)\n- Gold (0.1, 1-1)\n- Ice (0.5, 2-3)\n- Titanium (0.3, 1-1)",,,,,,,,,,,,,,,,
pda_CiWeG,"Radiation: 5-10\nTemperature: -200 to -100\n\nResource Asteroids (Probability Factor - Count min/max)\n- Iron (0.5, 1-5)\n- Copper (0.4, 1-5)\n - Silicon (0.5, 1-5)\n- Magnesium (0.3, 1-4)\n- Cobalt (0.3, 1-5)\n- Neodymium (0.4, 1-4)\n- Promethium (0.4, 1-3)\n- Sathium (0.4, 1-4)\n- Erestrum (0.3, 1-3)\n- Zascosium (0.3, 1-3)\n- Pentaxid (0.3, 1-3)\n- Gold (0.3, 1-3)\n- Ice (0.5, 2-4)\n- Titanium (0.4, 1-4)",,,,,,,,,,,,,,,,
pda_0Ku8q,"An asteroid field with a lot of wrecks waiting to be salvaged. Expect hostile encounters!\n\nRadiation: 5-10\nTemperature: -200 to -100\n\nResource Asteroids (Probability Factor - Count min/max) \n- Copper (0.2, 1-3) \n- Ice (0.5, 2-4)\n- Titanium (0.2, 1-2)",,,,,,,,,,,,,,,,
pda_iUWQS,"Pirates have claimed this asteroid field for their purposes. A perfect opportunity for adventurers, a dangerous place for most other pilots.\n\nRadiation: 5-10\nTemperature: -200 to -100\n\nResource Asteroids (Probability Factor - Count min/max) \n- Promethium (0.3, 1-1)\n- Sathium (0.4, 1-1) \n- Pentaxid (0.1, 1-1)\n- Gold (0.1, 1-1)\n- Ice (0.5, 1-2)\n- Titanium (0.4, 1-1)\n- Aluminium (0.6, 1-1)\n- Platinum (0.5, 1-1)",,,,,,,,,,,,,,,,
pda_ieWeG,New Task,,,,,,,,,,,,,,,,
pda_4qMni,New Action,,,,,,,,,,,,,,,,
pda_KSiKG,=,,,,,,,,,,,,,,,,
pda_eiGCO,New Task,,,,,,,,,,,,,,,,
pda_WqCWI,New Action,,,,,,,,,,,,,,,,
pda_2muWC,=,,,,,,,,,,,,,,,,
pda_Ge24b,New Task,,,,,,,,,,,,,,,,
pda_iSquq,New Action,,,,,,,,,,,,,,,,
pda_uOuaa,=,,,,,,,,,,,,,,,,
pda_mVWa1,New Task,,,,,,,,,,,,,,,,
pda_WWi4S,New Action,,,,,,,,,,,,,,,,
pda_eCuWC,=,,,,,,,,,,,,,,,,
pda_KeGmW,New Task,,,,,,,,,,,,,,,,
pda_88O8U,New Action,,,,,,,,,,,,,,,,
pda_eOqi8,=,,,,,,,,,,,,,,,,
pda_0C8q6,New Task,,,,,,,,,,,,,,,,
pda_ui2ES,New Action,,,,,,,,,,,,,,,,
pda_C4i4i,=,,,,,,,,,,,,,,,,
pda_40CUq,Empty Sector,,,,,,,,,,,,,,,,
pda_uW8xi,Planetary Sector (default orbit),,,,,,,,,,,,,,,,
pda_CCeaM,Planetary Sector (The Legacy Homeworld),,,,,,,,,,,,,,,,
pda_8kuSP,Trading Stations,,,,,,,,,,,,,,,,
pda_CaqJO,Sectors,,,,,,,,,,,,,,,,
pda_eu800,Literally the 'empty space'. Nothing to see here..,,,,,,,,,,,,,,,,
