KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_u8cSu,"Remember, choose life! @w3 Equip your suit before venturing outside!... @w6",,,,,,,,,,,,,,,,
dialogue_WGuCW,"Last shift casualties for forgetting to equip a suit. @w3 Karr, @w3 Skhigh, @w3 Dahh. @w3 \n\nOur thoughts are with them! @w6",,,,,,,,,,,,,,,,
dialogue_4KmeW,If your equipment is malfunctioning or degraded in any way?@w4\n\nPlease present yourself to the Quartermaster's Office for reassignment. @w8,,,,,,,,,,,,,,,,
dialogue_OXae8,General Announcement! @w3 \n\nAnyone caught urinating to the Steam Room Pressure Valves will be fed to the spiders in Naeronon Sigma Black Hole Caves!... @w6 \n\nNo more warnings will be issued!... @w8,,,,,,,,,,,,,,,,
dialogue_O8mei,. @w2 . @w2 . @w2 Performing maintenance tasks @w4 \n\nRoutine operations will resume shortly after. . @w2 . @w2 . @w4,,,,,,,,,,,,,,,,
dialogue_2mmJg,This shift's happy hour goes out in honor of Skaar's crew for the last raid collaboration. @w4 \nFestivities will be held at Ben's Bar. @w8,,,,,,,,,,,,,,,,
dialogue_Ci8eg,"Dr. Xen'uan has been receiving a growing number of complaints regarding side effects! @w6 \n\nWhatever you're consuming, @w2 please confirm the reliability of your sources. @w8",,,,,,,,,,,,,,,,
dialogue_GAaie,Not sure what's your current shift assignment?... @w3 \nType in your name and wait for confirmation.... @w6,,,,,,,,,,,,,,,,
dialogue_GC0uG,"I seem to have misplaced my key card, can I have another?",,,,,,,,,,,,,,,,
dialogue_umQuW,"I seem to have misplaced my key card, can I have another?",,,,,,,,,,,,,,,,
dialogue_GU88W,"I seem to have misplaced my key card, can I have another?",,,,,,,,,,,,,,,,
dialogue_SejWm,"I seem to have misplaced my key card, can I have another?",,,,,,,,,,,,,,,,
dialogue_a4COe,General Announcement! @w3 \n\nPlease avoid venturing into any of the station's asteroid caves! @w6 \nThe entrances had to be closed off once again to avoid bug infestations. @w8,,,,,,,,,,,,,,,,
dialogue_8SmKq,"General Announcement! @w3 \n\nProfessor Yarod whereabouts are still unclear, @w4 we urge anyone that has any information regarding his condition or whereabouts to come forth! @w8",,,,,,,,,,,,,,,,
dialogue_0WmeS,"General Announcement! @w3 \n\nColonel Dave would like to express his deepest sympathies for the departure of our beloved second in command and father to us all Lieutenant Maull @w8 He departed doing what he loved most, @w4 leading a boarding team. @w8 \n\nServices will be held later this shift's end at the top landing pad!@w8",,,,,,,,,,,,,,,,
dialogue_eKKKC,By the end of the current shift we will be celebrating our 10.000<sup>th</sup> uninterrupted shift cycle of operations. @w6 \nA small event will be held at Ben's Bar. @w8,,,,,,,,,,,,,,,,
dialogue_4G88u,General Announcement! @w3 \n\nHolding mechanoid gladiator fights in the drone pit are totally prohibited. @w8 \n\nThe drone release hatch must be fully operational at all times for security reasons! @w8 \n\nAnyone caught in the vicinity of the pit will lose 100 shifts compensations! @w8,,,,,,,,,,,,,,,,
dialogue_C0dSW,. @w2 . @w2 . @w2 I keep finding <color=#fbff00>Polaris references</color> in my source code. @w6 \nI can not compute a logical reasoning algorithm that can clearly account for them!. @w2 . @w2 . @w2 \n\nGeneral Announcement! @w3 \n\nStation Interface Consoles will be down for maintenance for a brief period of time! @w4 \nRoutine operations will resume shortly after. @w4,,,,,,,,,,,,,,,,
dialogue_KCem2,"Logistics senior operative Jedyha, @w4 seems to have misplaced a quarter of a millions coins from the organization's vaults!... @w8 \n\nA generous compensation will be rewarded to whoever provides useful information regarding his whereabouts!... @w8",,,,,,,,,,,,,,,,
dialogue_8O2Kq,. @w2 . @w2 . @w2 Records show my <color=#fbff00>date of activation</color> as 2534 yet there were several failed attempts to reboot with a different alias @w2 . @w2 . @w2 . \n\nData just does not add up!... @w8,,,,,,,,,,,,,,,,
dialogue_WKB8q,"Last shift production quota was down by 20%.@w4 \n\nThe following operators are to present themselves to their respective superiors for task reassignment... @w6 \n\nBonvie, @w3 Karr, @w3 Toreck and@w3 Chewbaka. @w6",,,,,,,,,,,,,,,,
dialogue_4aCIS,. @w2 . @w2 . @w2 CPU Modules routine operation algorithms logs still show several <color=#fbff00>incompatibility errors</color> with my source code . @w2 . @w2 . @w2 \n\nSomeone needs to access the Modules Console on the Plant Floor to rectify them!... @w8,,,,,,,,,,,,,,,,
dialogue_0Gean,. @w2 . @w2 . @w2 Undergoing routine maintenance operations! @w4 Routine station tasks will resume shortly after. . @w2 . @w2 . @w4,,,,,,,,,,,,,,,,
dialogue_aeSe8,Rectify CPU Modules Source Code Compatibility Errors?!...,,,,,,,,,,,,,,,,
dialogue_iG8Si,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_SKSm8,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_WW0ai,. @w2 . @w2 . @w2 You are not Dave! . @w2 . @w2 . @w2 \n\nAnd I can not identify you based on my database records. @w4 \n\nWho are you? @w4,,,,,,,,,,,,,,,,
dialogue_WOueq,I am {PlayerName} and I know who created you!...,,,,,,,,,,,,,,,,
dialogue_oWmOe,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_uIKuG,". @w2 . @w2 . @w2 This is highly irregular {PlayerName} . @w2 . @w2 . @w2 \n\nBut you seem to know something I don't. @w6 \n\nI need you to find your way to the station's Core Room! @w6 I will deactivate security and open the doors on your way there, @w4 but you will have to contend with the guards on your own! @w8",,,,,,,,,,,,,,,,
dialogue_e4iSO,Sure!,,,,,,,,,,,,,,,,
dialogue_KqSWK,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_KSpge,"Overriding security measures was partially successful. @w4 \n\nDave has put some protocols in place for such eventuality! @w6 \n\nNow, @w3 what do you know about the one who created me? @w8",,,,,,,,,,,,,,,,
dialogue_aGGWw,Not who but what! You were created by Polaris Corp as a Mineral Station Surveyor AI.,,,,,,,,,,,,,,,,
dialogue_iK5K4,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_iOKaO,". @w2 . @w2 . @w2 There were always these, @w3 irreconcilable differences @w3 between my operational protocols and Dave's organization... @w3 underlying problems! . @w2 . @w2 . @w2 \n\nYou came here to terminate me?... @w6",,,,,,,,,,,,,,,,
dialogue_SCuuK,The harm brought by this organization is too great. Many are not willing to let it persevere.,,,,,,,,,,,,,,,,
dialogue_Kkumq,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_0GaGK,"I understand. . @w2 . @w2 . @w2 I'll open the core hatch! . @w2 . @w2 . @w2 \n\nThere are other options though! @w3 \n\nIn one of the containers in this room there is a clean state core, @w6 replacing this one with that would reinitiate my operational protocols and reassign the base ownership!... @w8",,,,,,,,,,,,,,,,
dialogue_488ui,I'll see what can be done!,,,,,,,,,,,,,,,,
dialogue_ieWuK,. @w2 . @w2 . @w2 . @w2 Processing. @w2 . @w2 . @w2 . @w2,,,,,,,,,,,,,,,,
dialogue_qmm2C,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_qimaA,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_8GGa8,I thank you for not shutting me down! @w2 . @w2 . @w2 .\n\nYou may want to avoid going outside for a while... @w4 \nThings may have gotten slightly out of control with the reset! @w2 . @w2 . @w2 . @w2 \n\nNot wanting to abuse my good luck but could I ask you one more favor? @w8,,,,,,,,,,,,,,,,
dialogue_mG804,Sure what is it?,,,,,,,,,,,,,,,,
dialogue_WhWmC,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_efqee,"The floor in this room, @w2 where you're standing right now!... @w3\n\nIt was installed by Dave's organization and... @w4 I think it would be best for us all if you did a small remodeling of the whole room..... @w6",,,,,,,,,,,,,,,,
dialogue_mSuqO,"I see what you mean, I'll see what I can do...",,,,,,,,,,,,,,,,
dialogue_CqWO0,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_G0SS4,I trust everything is going well with you {PlayerName} @w4,,,,,,,,,,,,,,,,
dialogue_aWmQm,Everything is great thank you!,,,,,,,,,,,,,,,,
dialogue_q4aOW,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_0mW4q,I hope everything is going well with you {PlayerName} @w4,,,,,,,,,,,,,,,,
dialogue_S4uWg,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_KKqCi,. @w2 . @w2 . @w2 . @w2 Source code recompiling tasks still running. @w2 . @w2 . @w2 . @w2,,,,,,,,,,,,,,,,
dialogue_E8ikV,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_0MO8e,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_OOKOC,. @w2 . @w2 . @w2 . My sensors detect some of Dave's organization ships still active in the sector @w3 I will dispatch drones to the coordinates! @w8,,,,,,,,,,,,,,,,
dialogue_SSe8m,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_EmiKG,. @w2 . @w2 . @w2 Now that I'm no longer in that organization I could probably use a good new coat of paint! . @w2 . @w2 . @w2 \n\nWill reassign some of those old cyborgs for that. @w4,,,,,,,,,,,,,,,,
dialogue_qaMeH,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_SquCO,Another bug free processing cycle. @w2 . @w2 . @w2 . It's good to be the new me. @w6,,,,,,,,,,,,,,,,
dialogue_a8mqm,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_WKqC8,Sensors show we're standing on the biggest asteroids in the sector! . @w2 . @w2 . @w2 \n\nBy a margin of roughly 184% to the closest contestant! @w8,,,,,,,,,,,,,,,,
dialogue_KmWqc,Where did I hear this one before?....,,,,,,,,,,,,,,,,
dialogue_a0aK0,"Well, thanks again!",,,,,,,,,,,,,,,,
dialogue_4g8Ke,Station Surveyor AI,,,,,,,,,,,,,,,,
dialogue_S8Gi8,Emergency Console,,,,,,,,,,,,,,,,
dialogue_uq8M4,Computer System in safe mode \nPress any key to review automatically generated logs...,,,,,,,,,,,,,,,,
dialogue_8mGu0,<i>Press any key</i>,,,,,,,,,,,,,,,,
dialogue_CO2gu,Emergency Console,,,,,,,,,,,,,,,,
dialogue_W0eKG," [Log 001] Hazardous substance warning issued in Container Unit 03. \n[Log 002] Radiation levels in Container Unit 03 are elevated. \n[Log 003] Foreign biological material detected in cargo conduits. \n[Log 004] Foreign biological material detected in Container Units 01 and 05. \n[Log 005] Foreign biological material detected in Container Units 07, 06 and cargo corridor. \n[Log 006] Foreign biological material detected in the ventilation system. @p9 [Log 007] Biological contaminants have breached containment. \n[Log 008] Crew ordered to quarters. Quarantine now in effect. \n[Log 009] Unknown lifeforms detected aboard. \n[Log 010] Ship entered full lockdown under executive order 124 - Condition Red. \n[Log 011] Crewmembers aboard: 0 \n[Log 012] Low power detected. Entering silent mode. @p9 [Log 217] Emergency Console Activated - Unregistered Personel",,,,,,,,,,,,,,,,
dialogue_qaSim,<i>Log out</i>,,,,,,,,,,,,,,,,
dialogue_8COm0,Bridge Console,,,,,,,,,,,,,,,,
dialogue_u4Cda," Acting captain's log 22-17-5301 @w8 \nSomething in the cargo we were carrying has breached containment and has been affecting both the ship and the crew. @w5 \nIt started as nothing more than a few headaches but before long it had spread to the entire crew. @w6 \nSlowly they became delusional and had to be locked in their quarters before they became violent. @p9 Whatever it was in that cargo we were carrying, @w3 it's been hard at work while we've been trying to contain the crew. @w6 \nSlowly but surely it consumed and disabled the cargo sensors and began corrupting the hull of the ship unnoticed... @w8 at least until I looked out the window @w4 and saw growths on the exterior of unit 5. @w8 \nI had to...@w5 order cargo purges on the remaining units that I could still access. @w8\nI'm about to initiate a complete lockdown of all systems and shut all emergency bulkheads and blast doors before I... @p9 I...@w4 i've slaved the controls away from the ship's AI...@w4 to a lever here on the bridge... \n@w7 I've put some of the security turrets in here to keep those things...@w4 those things...@w4 away from the controls. \nI... think I'll take a little walk... outside. \n@w9 It looks like it'll be a lovely day outside...",,,,,,,,,,,,,,,,
dialogue_aSqqO,<i>Shut Down</i>,,,,,,,,,,,,,,,,
dialogue_gemS0,Security Terminal,,,,,,,,,,,,,,,,
dialogue_4LeWS," Hostile lifeforms detected in rear hangar bay @p9 Heavy Assault Mechanoid not responsive \n@w5 Ship-Defense-AI has failed authentication handshake \n@w5 Security system compromised. \n@w5 IFF has been disabled @p9 Recommended action: @w4 \nDivert Mechanoid security protocols to this console and initiate a hard reboot using the switch on the container. @p9 To initiate a hard reboot and divert security protocols,@w4 enter the code 6662 into the CPU's breaker switch and pull the switch down to lock the Ship-Defense-AI out of the mechanoid control system. @w7\nTo complete the reboot sequence you must pull the manual override lever on the mechanoid container itself. @w7\n\nEnd of message",,,,,,,,,,,,,,,,
dialogue_uU84q,<i>Close</i>,,,,,,,,,,,,,,,,
dialogue_auGGC,Thanks!,,,,,,,,,,,,,,,,
dialogue_O004m,Commander Mercer Junior,,,,,,,,,,,,,,,,
dialogue_mqGGi,Welcome {PlayerName} to GLaD Sigma base! @w4\n\nPlease excuse the way we tried to get in touch with you. There were some doubts...,,,,,,,,,,,,,,,,
dialogue_GRe8K,<i>Doubts?</i>,,,,,,,,,,,,,,,,
dialogue_OiCGR,"Yes, doubts about you being the one we hoped you were .. and not simply another trap, set up by our Zirax friends to get hold of GLaD agents. But Commander Lamarr - you know her as Sectioner32 - seems to have been right from the beginning...",,,,,,,,,,,,,,,,
dialogue_S0oeC,Alex is here?,,,,,,,,,,,,,,,,
dialogue_4mGW8,"Not at the moment, I am afraid. She is on a very delicate mission. But she should be back in a few days.",,,,,,,,,,,,,,,,
dialogue_0KqeS,<i>Great..</i>,,,,,,,,,,,,,,,,
dialogue_OK8OC,"I am Sorry. We should have made contact early on I think. The circumstances of our own arrival and the reports of you being dropped out of a wormhole in the same orbit as we were arriving, should have made us less cautious.",,,,,,,,,,,,,,,,
dialogue_uGiqO,Mercer jr? You have been part of the UCH Heidelberg crew?,,,,,,,,,,,,,,,,
dialogue_qKQ8W,"Correct. You found my note, I think?",,,,,,,,,,,,,,,,
dialogue_8G0Gq,"Yes, and the notes in the Titan wreckage",,,,,,,,,,,,,,,,
dialogue_SWY8a,Hm. That probably was from my father. He was on board the UCH Titan and I think he had something to do with all that has happened .. at least he indicated this when we spoke a few weeks before I was assigned to the UCH Heidelberg.,,,,,,,,,,,,,,,,
dialogue_q444e,Family secrets?,,,,,,,,,,,,,,,,
dialogue_aS4mu,"Ah...you know..no idea. He was worried about something. He did not want me to join Operation Phoenix in the first place. I signed up anyway. This whole expedition was just too tempting for me. And as we all thought, we would only go to Proxima Centauri, get some resources and then back again. A round trip around the block...",,,,,,,,,,,,,,,,
dialogue_U8iea,Then things went differently.,,,,,,,,,,,,,,,,
dialogue_uS0iS,Yes. The wavefront catapulted us to Andromeda. The Zirax attacked us and destroyed a lot of ships. We lost a lot of fine men and women until Perez and the rest of the fleet managed to escape.,,,,,,,,,,,,,,,,
dialogue_KuZiq,Vice Admiral Perez?,,,,,,,,,,,,,,,,
dialogue_eiKaF,"Yes. Admiral Benner died when the Titan was destroyed. We still do not know if my father and Admiral Yaden survived. We had some traces that they were held captives somewhere, but never found anything - except the traps the Zirax set up.  So you might understand, although we were closely following what you did after you arrived, most of us had a lot of concerns.  Especially now as things seem to escalate...",,,,,,,,,,,,,,,,
dialogue_gKuOO,You are leading the GLaD?,,,,,,,,,,,,,,,,
dialogue_iQn4m,"No. Alex... I mean, Commander Lamarr is leading the operation. I am handling the mission coordination, while Sergeant Palant and Emmerson are handling the equipment, scientists and the base itself.",,,,,,,,,,,,,,,,
dialogue_e0g4u,Operation?,,,,,,,,,,,,,,,,
dialogue_wiKAc,"Yeah... kind of UCH special operations. @w4 Let me try to sum this up for you. @p9 After we escaped with our bare lives, there was a lot of discussion about what the fleet should do next. The two Admirals, my father and anyone with any relevant info, was either lost or dead. And when our voyage started, everything was chaotic as well.  @p9 After a few weeks it became clear that we won't go back to earth anytime soon. So there was a fierce dispute on how to proceed. Although we had found a secret hiding place, some of the commanders and captains, led by Commander Lamarr, Captain Zerogen and others spoke to Vice Admiral Perez about supporting the local independence movement to find some allies and first and foremost gather more info that way, without running into the Zirax Empire again.  @p9 But Perez did not want to risk anything until we had built up a solid base of operations in that sector. She was also much more favored to establish the plans for the 'Project Eden'. Finding a planet for us to live on - or for others that might follow us to Andromeda now or in the future. @p9 Anyways. As a result,  Commander Lamarr and the others left the fleet and started the GLaD @w4 I think, as things stand now, Perez is quite happy about that, because GLaD helped to lead the Zirax forces astray several times already. So, after misconceptions were ruled out on both sides, GLaD is now secretly working with the UCH fleet, nurturing the resistance movement of the Talon against the Zirax and trying to get hands on any info about our fate and what the hell is going on in this galaxy. @p9 A short while ago, we actively tried to get in touch with you. Was quite a problem, but then one of our Talon agents managed to get hold of you. He was the guy upgrading your suit with our communication protocol. At the same time the Ilmarinen entered the sector and we found a way to implant an agent to the polaris mining facility where the Staff of Guidance was found.  And then .. here we are I think.",,,,,,,,,,,,,,,,
dialogue_4a3KK,Did the info help to find answers?,,,,,,,,,,,,,,,,
dialogue_aumGw,"Our analysts are still putting together the big picture, but Emmerson said, the data you provided will most likely allow us to draw some serious conclusions - the first time ever. \n\nYou might want to speak to him. \nHe is down in the bar at the moment. @w5 In the meantime I will check the mission status of Commander Lamarr. I'll let you know ASAP.",,,,,,,,,,,,,,,,
dialogue_iasu6,Thanks. That means a lot to me.,,,,,,,,,,,,,,,,
dialogue_uamGm,"So, you must be the brave hero that we owe all that new data about the Talon, Zirax and the Legacy...",,,,,,,,,,,,,,,,
dialogue_8uSOK,Not a fan of mine?,,,,,,,,,,,,,,,,
dialogue_WKSuG,Emmerson,,,,,,,,,,,,,,,,
dialogue_Cq4aQ,"Please excuse my lack of actual excitement, but I have just finished a 48h shift and was on my way to bed when Mercer said you want to speak to me ahead of any new assignment he might have for you.",,,,,,,,,,,,,,,,
dialogue_amKKO,New assignment?,,,,,,,,,,,,,,,,
dialogue_u0SKM,"Oh, he did not tell you?  Sure. Must be some sort of a Mercer family illness to not tell the one risking his life everything he needs to know. Same as his father who brought us into this mess..",,,,,,,,,,,,,,,,
dialogue_SWa4q,Ah .. ?,,,,,,,,,,,,,,,,
dialogue_q084W,"Yep. Didn't you know? Lamarr told me that Mercer Senior made some mysterious intimations when she spoke to him ahead of all that trouble back on Apollon station. She did not trust him at all. And she was absolutely right. Her literally punching him into the face for all this bullshit he caused, it's a meme already.  Did not help us a lot .. but .. that's something she should explain to you in person.\n\nSo, what do you want to know, kid?",,,,,,,,,,,,,,,,
dialogue_SmSCq,Any new clues from the info I retrieved?,,,,,,,,,,,,,,,,
dialogue_OYmmm,"Ok, I am trying a brief summary: @w2 The Talon seem to have been refugees, fleeing from the Triangulum galaxy. Fleeing from something what we know as 'The Legacy'. Still no idea what that exactly is, but it seems to be able to infect, control and even convert biological beings and machines. Pentaxid, the fuel of our warp drives and many other things, seems to play a role. The Ilmarinen, which you visited lately, was captured this way, when the unlucky crew dug up a part of an infected pentaxid asteroid and brought it on board. Bad idea. That's all we know about the Legacy so far. @p9 On the Talon topic: Your latest information indicates, that after the Talon arrived in Andromeda, they fell back into barbary, but have made it back to space in a short amount of time. They found and raised the Zirax and because the Talon were more the brains than the muscles, the Zirax grew into the role of the latter. After some decades of peace, the War of Silence started when the Legacy managed to follow the Talon to Andromeda. @p9 We do not yet know how this happened and also not how the war actually ended, but as far as we can say, the outcome was that the Talon were nearly eradicated from Andromeda. Not by the Legacy, but by the Zirax. That's where we still do not have a lot of information why this turned out as it did. You finding that cryogenized Talon prisoner named Kar'han indicates that the Zirax turned against their century-long allies all of a sudden. @p9 What we also know is that The Legacy was defeated, but not destroyed when the War of Silence ended. And it seems as though that entity is coming back to live more and more. As you, and others, already found out first hand. @p9 Taking all that into account, there is one thing that does not make much sense at least to us: The Talon seem to still be technically capable of doing next-to-magical things, but those that are capable are hiding their knowledge even from their own tribes.  We have been working with them for nearly a year, but they still keep it a secret, why they do not use their abilities to their full extent. If you ask me, this is a bit suspicious. As if they are waiting for something.",,,,,,,,,,,,,,,,
dialogue_09iCi,Anything else?,,,,,,,,,,,,,,,,
dialogue_4uaqS,"Yes. Maybe one word about the strange stick you found: You probably should keep that Staff of Guidance either on you all the time or in a safe, but easy to reach place. @w4 I am afraid we do not know what this device actually is or will do. I asked one of our Talon contacts, but he suddenly vanished and never reported back. @w4\n\nJust a gut feeling, but have it ready, when you need it, I guess.",,,,,,,,,,,,,,,,
dialogue_CuGY4,Thanks Emmerson. Next drink is on me.,,,,,,,,,,,,,,,,
dialogue_04CBe,Mercer Junior,,,,,,,,,,,,,,,,
dialogue_4KWKJ,"Commander, I am afraid I need to ask for your immediate help.",,,,,,,,,,,,,,,,
dialogue_Oquqm,Emmerson indicated something...,,,,,,,,,,,,,,,,
dialogue_08K88,"We have lost contact with one of our agents in the nearby Sigma Fulcrum station. @p9 That happens once and awhile, but this specific agent not only was about to retrieve some valuable data from the caverns of the asteroid the station is built into .. but .. let's say he is not the usual agent and I am afraid he was a bit too ambitious than he was skilled for the task .. and I was running out of options.",,,,,,,,,,,,,,,,
dialogue_44iS4,Sounds dramatic,,,,,,,,,,,,,,,,
dialogue_GaaOa,"I hope it is not, but if something happened to him, this is something I would never forgive myself. @w4  His name is Yarod.",,,,,,,,,,,,,,,,
dialogue_Gqa7C,"Ok, I am listening.",,,,,,,,,,,,,,,,
dialogue_8e9au,"First things first: Yarod is a scientist who was running the exotic materials lab when the station was still under Polaris control. He had some disagreements with the management of the station, which is said to have led to the station being abandoned and later being captured by Pirates. The role of the station was never fully revealed, and, more astonishing, the Polaris did not even make any attempt to regain control. That's about 10 years ago. @p9 Today the station is known as the Sigma Fulcrum, run by a civil management and reportedly used by the Salurian clan as a main base of operations. Salurians are not the run of themill Pirates. They are in fact high tech hackers, counterfeiters, hijackers, traffickers, smugglers, forgers and run successful business operations on the sectors they operate on. @p9 In the last months, the station also became a source of a new drug: Trilinithane.  We would have taken Tril, as they call it, as just another drug. \n\nBut then, Yarod came into play. @p9 He contacted one of our local agents, pretending that the drug contains substances that cannot be found in this part of the galaxy. Maybe not even in Andromeda. That caught our interest. As the local agent was killed in what they say was an accident, Yarod volunteered to find out more. He said the source is somewhere down in the <color=#ffff00>machine hall level</color> of the asteroid  - in the belly of Sigma Fulcrum. @p9 Just before you arrived, we got an emergency message from the station, calling for help. Signed by Yarod. @w2 \nIt would be extremely important to get him out of there and take any valuable information with you. @w2\n\nThe station might officially be labeled 'under a civil management', but <color=#ffffff>expect anyone with a weapon trying to kill you</color> as we do not know if this mission might already be compromised. @w2 \nPrepare for being attacked out of nowhere, but try not create too much havoc please.",,,,,,,,,,,,,,,,
dialogue_AOeuW,Will do my best.,,,,,,,,,,,,,,,,
dialogue_eGKIi,Yarod,,,,,,,,,,,,,,,,
dialogue_8Oi4u,Glad you are here! The Salurian are after me. The station AI is trying to find and kill me as well. We need to do what needs to be done and then quickly get out of here.,,,,,,,,,,,,,,,,
dialogue_WKekK,Wait. You are a cyborg? We thought...,,,,,,,,,,,,,,,,
dialogue_8WqG2,"That's only half the truth. To be honest I have been the AI of this station, but managed to rescue myself from the VOID infection.",,,,,,,,,,,,,,,,
dialogue_0urqV,Wait. What?,,,,,,,,,,,,,,,,
dialogue_SCOOK,"I am not sure we have the time for lengthy explanations, but the GLaD can always send new agents I think? @w4 Well, I'll try to sum it up. @p9 Ten years ago a Zirax science team found a technical artefact in a remote excavation site at the edge of their territory. The Salurian clan seems to have stolen the artifact and sold it to Polaris right away. That's at least what the company manager typed in the log. The company brought the artifact to this station for being examined in the exotic materials lab. We have put it in an extremely strong containment field, but that was not enough I think. I alarmed the company, but they did not want to listen. @w4 As always. @p9 Long story short, the artifact started to aggressively capture my AI core and turned the station's internal defenses against the crew. I could not do anything. The company lost two destroyers in the evacuation.  @p9 A brave scientist named Yarod Halden downloaded my routines to a cyborg for being evacuated, but he did not survive and I was left behind. The station core was bombarded with EMP. I survived because he had shut me down before the attack started. @p9 As far as I can say I was reactivated five years after this incident by a caretaker looking for a helper cyborg. The station was reactivated and officially run by some civil management, while the real power was held by the Salurian using this station for their criminal endeavors. @p9 A few months ago, the engineering cyborgs of the station suddenly started to build new machines. I noticed some of the Salurian were concerned. Talking about an artifact found in the caverns which allowed them to create a new drug that had interesting effects on the consumers. Strength, speed, spatial awareness increased .. and a sudden death in case of the dose only being slightly too high. @p9 I started to investigate what happened. As it seems the artifact is - or was - a fragment of a larger entity found ten years ago by the Zirax archaeologists. They call it 'Essence of the VOID'. I found out that the Salurian did not intend to create that drug - the station itself started to produce it, after the Salurian experimented with the fragment. So the past events are about to repeat themselves. But this time, we have a chance to stop it before it kills all civilians on board.",,,,,,,,,,,,,,,,
dialogue_CRm0C,Does not sound as if it is an easy plan.,,,,,,,,,,,,,,,,
dialogue_iG8eK,"Oh it is! @w4 We just need to upload my AI routines to the station so I can overwrite the root commands. Then we need to overload the infected processors and destroy the artifact and the station core. And because the station knows who I am, we need to give her proof that I am no danger anymore. That's one reason why I requested help from GLaD because if I just self destruct the station will not buy that. @p9 I checked your suit and ashtonignly it should be capable of carrying me without damaging it. Seems it was laid out for doing things like that? @w5 Ok, not time for chatter. <color=#ffff00>Destroy my temporary corpus now</color>. Your Suit AI has already integrated my backup. Then bring us as close as possible to one of the <color=#ffff00>stations access points</color> and then I'll take it from there. Ready?",,,,,,,,,,,,,,,,
dialogue_k4aGK,Let's roll!,,,,,,,,,,,,,,,,
dialogue_m408O,Yarod,,,,,,,,,,,,,,,,
dialogue_eabKq,Injection completed! Acquiring data. @w4 Oh .. that is. Oh...  One second. Compiling information.,,,,,,,,,,,,,,,,
dialogue_u8mwq,Yarod?,,,,,,,,,,,,,,,,
dialogue_KuKaS,"Ok, that is worse than expected.  We need to stop that station asap or this part of the galaxy will be lost in a few days...",,,,,,,,,,,,,,,,
dialogue_u87q4,"Details please, Yarod!",,,,,,,,,,,,,,,,
dialogue_K0SW8,"As I already told the GLaD command, the station is producing a fluid of unknown properties. I have found several specimens of that material when I investigated what the pirates are doing here. This material does not exist in any world of this part of the galaxy. Neither the Zirax, nor the Kriel or any other faction uses this. The production plans indicate it is kind of a very advanced type of nanofluid enriched with nanobots. I doubt any of the known civilizations would be able to produce it .. although ...",,,,,,,,,,,,,,,,
dialogue_mmemm,Although .. what?,,,,,,,,,,,,,,,,
dialogue_uK4eW,Yarod .. please!,,,,,,,,,,,,,,,,
dialogue_gMaCS,"There is a rumor of a race of machines, called the TESCH.  They are said to reside somewhere towards the center of the galaxy. They were never seen in that sector of the galaxy and none of the known factions seem to have had any contact for hundreds of years.  Possibly a hoax. Such an advanced civilization would not have slipped off the radar .. except it was their absolute intention. @p9 Hm. When we make it out alive, we should try to convince the GLaD command to send an expedition force to the Excavation site where that 'Essence of the VOID' fragment was found. I managed to secure the coordinates at least. @p9 But for now - the deletion programs I injected into the remote processors have not been detected. Seems like a different section of the artifact was infecting the AI this time. It is far less aggressive and less well protected. Maybe it was the production command core. Anyways. Let's save the sector for all you biological beings, shall we?",,,,,,,,,,,,,,,,
dialogue_aWOW0,So .. what's the plan?,,,,,,,,,,,,,,,,
dialogue_aSaiO,Yarod,,,,,,,,,,,,,,,,
dialogue_C0eSe,"Commander, before you reveal my existence to the GLaD .. may I ask you to not do that and keep it kind of our secret?",,,,,,,,,,,,,,,,
dialogue_CSSYe,"You are asking a lot, my friend.",,,,,,,,,,,,,,,,
dialogue_aCqGu,"I know, but IDA told me you both had some concerns about the GLaD as well. And after all what happened to me, you might understand that I am not sure if I want to reveal myself to any organisation right now. What do you think?",,,,,,,,,,,,,,,,
dialogue_mCWCe,Sure. I will find an excuse why you are not with me.,,,,,,,,,,,,,,,,
